tempMin,tempMax,cloudCover,humidity,windSpeed,visibility
12.32,16.87,0.87,0.83,4.01,6.08
11.11,16.74,0.74,0.83,5.08,5.74
11.4,17.77,0.91,0.83,2.0,5.93
11.68,19.66,0.12,0.74,4.76,6.22
11.47,17.63,0.63,0.77,5.86,6.21
10.95,17.53,0.44,0.76,5.62,6.22
9.27,19.98,0.24,0.72,2.54,6.22
8.51,19.07,0.67,0.83,3.66,5.01
14.31,17.72,0.84,0.91,5.2,5.38
13.84,18.66,0.64,0.8,6.6,6.22
10.35,18.09,0.39,0.74,3.41,6.21
9.68,20.17,0.58,0.81,4.51,6.22
12.56,18.35,0.71,0.77,11.68,6.06
10.9,17.18,0.52,0.72,10.46,6.09
10.16,16.63,0.34,0.74,6.97,6.22
7.32,14.33,0.51,0.87,3.59,6.12
12.78,16.91,0.9,0.93,7.59,5.69
13.77,16.4,0.89,0.9,7.85,4.49
12.73,16.83,0.83,0.84,6.73,6.14
11.96,17.37,0.91,0.81,3.16,5.96
11.95,21.5,0.66,0.74,2.62,6.22
11.08,24.5,0.22,0.73,2.69,5.3
12.11,23.57,0.11,0.76,2.72,5.81
10.26,22.4,0.39,0.8,2.85,5.51
12.97,16.12,0.51,0.88,5.05,5.79
13.43,16.65,0.67,0.9,5.35,6.01
13.4,19.05,0.66,0.86,4.91,6.18
11.56,19.13,0.78,0.84,3.49,5.24
10.73,17.29,0.5,0.9,2.69,6.16
11.12,20.22,0.21,0.76,1.93,6.22
11.53,19.05,0.71,0.84,2.63,6.22
12.39,17.86,0.57,0.81,5.51,6.05
10.63,20.33,0.35,0.78,1.93,5.81
13.16,19.59,0.46,0.82,2.55,6.22
10.5,18.99,0.39,0.78,4.51,6.22
14.93,21.42,0.72,0.8,6.26,6.22
12.96,16.98,0.83,0.82,7.6,5.93
12.17,16.7,0.69,0.82,7.1,5.9
12.37,16.71,0.65,0.85,5.34,6.1
12.2,16.72,0.76,0.87,3.64,6.15
11.96,19.29,0.47,0.85,1.93,6.06
13.16,20.81,0.61,0.88,3.74,5.58
16.52,19.56,0.92,0.91,4.11,4.68
16.65,21.35,0.73,0.86,3.46,5.28
13.5,19.0,0.63,0.87,5.31,6.2
12.67,16.71,0.8,0.88,7.08,5.81
11.11,16.87,0.25,0.75,5.24,6.22
11.24,17.97,0.49,0.74,8.19,6.22
15.26,20.4,0.87,0.83,7.97,5.7
14.91,17.72,0.69,0.93,1.96,5.56
13.56,16.45,0.9,0.91,5.8,6.12
13.48,21.76,0.72,0.88,3.04,5.15
11.21,17.56,0.53,0.81,5.56,6.19
8.78,17.88,0.38,0.82,2.37,6.22
10.63,16.74,0.9,0.88,3.28,5.83
10.38,16.62,0.84,0.78,2.6,6.22
8.31,16.18,0.71,0.74,2.2,6.22
7.99,16.57,0.72,0.82,3.8,6.06
9.44,15.58,0.53,0.8,4.64,6.06
8.57,15.28,0.38,0.81,6.31,6.17
13.72,16.87,0.89,0.88,9.46,5.81
9.35,15.23,0.59,0.82,5.83,6.22
8.08,13.69,0.5,0.88,2.67,6.0
9.21,15.72,0.68,0.82,7.89,5.34
12.82,18.05,0.86,0.87,10.06,5.16
9.73,14.71,0.71,0.83,11.52,5.98
7.22,13.05,0.72,0.86,5.34,6.12
4.64,14.66,0.53,0.86,1.87,3.8
3.12,14.9,0.47,0.81,2.27,4.13
6.12,16.26,0.06,0.77,5.01,6.22
7.02,16.95,0.17,0.81,5.0,6.22
9.32,16.29,0.42,0.74,6.1,6.21
6.64,15.11,0.3,0.77,6.23,6.22
10.64,14.46,0.67,0.77,6.02,6.22
9.75,14.71,0.28,0.79,3.42,6.22
4.68,13.8,0.15,0.8,2.33,6.0
2.43,12.1,0.38,0.83,2.96,6.22
6.74,12.8,0.84,0.84,5.06,6.15
8.73,12.8,0.84,0.81,5.57,6.22
8.37,13.2,0.7,0.81,5.36,6.22
8.81,12.96,0.71,0.84,5.68,6.17
8.25,12.62,0.7,0.9,4.77,6.03
7.69,12.42,0.28,0.86,6.12,5.69
9.63,12.86,0.68,0.9,6.65,5.97
5.56,11.03,0.69,0.86,5.2,6.17
4.41,13.53,0.22,0.84,2.47,6.21
3.9,13.04,0.06,0.86,0.95,6.0
5.54,13.07,0.36,0.87,1.09,6.09
3.85,11.21,0.28,0.87,2.91,6.12
5.11,10.28,0.55,0.83,5.07,6.22
3.54,10.38,0.59,0.85,3.32,6.08
4.18,12.33,0.41,0.85,2.14,5.68
10.44,13.68,0.77,0.85,7.52,6.02
10.63,13.55,0.87,0.86,9.63,5.53
7.28,12.41,0.33,0.78,5.13,6.22
6.49,13.9,0.87,0.91,2.53,4.61
10.14,14.35,0.72,0.86,2.79,6.2
8.82,14.09,0.56,0.89,2.4,5.08
2.35,10.45,0.26,0.81,3.4,6.06
2.1,10.08,0.16,0.82,2.41,6.22
5.06,9.23,0.73,0.9,5.3,5.85
3.98,8.61,0.44,0.84,2.81,6.08
3.21,8.19,0.12,0.67,5.58,6.21
2.67,8.24,0.29,0.7,5.89,6.21
-0.29,7.67,0.13,0.75,2.73,6.21
0.51,5.13,0.77,0.81,3.1,5.37
1.03,3.93,0.92,0.92,1.88,4.92
0.06,8.62,0.42,0.86,4.02,5.26
-1.18,8.74,0.64,0.88,2.85,4.91
4.83,10.82,0.63,0.89,4.65,5.82
1.88,11.05,0.72,0.92,3.63,5.9
10.5,14.4,0.9,0.92,7.88,5.15
9.06,13.81,0.65,0.82,7.74,5.88
4.63,10.03,0.59,0.83,10.29,5.66
1.82,5.39,0.67,0.89,5.88,5.65
0.17,4.73,0.52,0.92,2.3,5.3
-0.47,4.64,0.58,0.93,2.53,6.05
-0.21,2.07,0.92,0.92,1.43,5.16
-2.73,4.43,0.7,0.88,4.08,3.59
0.39,6.75,0.56,0.81,5.91,6.22
-3.06,4.51,0.03,0.89,1.1,6.05
-4.78,2.83,0.26,0.89,0.78,3.81
-4.94,3.62,0.5,0.91,0.82,3.76
-1.48,4.85,0.48,0.93,0.81,2.41
3.53,7.25,0.88,0.87,2.54,5.61
2.21,5.99,0.96,0.85,1.41,5.46
3.08,8.41,0.85,0.81,4.74,6.07
5.52,10.31,0.8,0.8,7.22,6.22
7.67,11.08,0.88,0.75,5.77,6.22
2.98,8.11,0.68,0.9,1.54,5.68
2.39,6.41,0.64,0.91,1.53,4.85
-1.31,5.15,0.45,0.84,2.95,6.04
-3.31,0.98,0.55,0.91,1.61,2.25
-0.99,10.58,0.94,0.95,3.76,2.57
11.38,14.28,0.89,0.89,14.44,6.0
7.55,12.15,0.59,0.88,4.75,5.96
7.52,13.07,0.81,0.89,7.12,5.77
6.91,10.68,0.48,0.84,7.91,6.2
6.87,10.43,0.72,0.87,6.58,6.22
5.01,8.92,0.75,0.9,2.52,6.21
3.94,8.4,0.76,0.92,4.29,4.91
5.79,12.64,0.92,0.89,6.0,5.39
6.11,10.15,0.74,0.89,4.65,5.3
3.1,9.81,0.59,0.9,3.32,5.11
2.13,8.2,0.5,0.88,5.31,5.76
6.28,9.6,0.89,0.88,4.39,5.99
0.36,9.9,0.56,0.89,3.77,5.9
-1.22,8.25,0.79,0.88,6.61,4.05
3.76,6.61,0.53,0.83,9.4,6.04
4.07,6.54,0.7,0.85,11.06,5.84
4.38,9.97,0.7,0.84,13.74,5.43
4.42,10.04,0.69,0.86,13.41,5.51
5.14,12.52,0.82,0.85,14.16,5.07
2.72,6.96,0.59,0.8,14.53,6.13
5.78,7.15,0.74,0.79,6.44,6.22
5.18,8.9,0.81,0.85,5.14,6.21
6.31,9.47,0.59,0.84,7.73,6.22
8.9,11.73,0.87,0.85,9.99,6.08
4.83,11.67,0.83,0.84,11.49,5.73
0.25,5.58,0.26,0.78,3.85,6.22
-2.48,5.56,0.32,0.83,3.95,6.22
4.67,8.99,0.84,0.86,8.71,6.21
-2.31,8.37,0.18,0.75,3.56,6.19
-4.38,4.11,0.36,0.84,2.45,6.22
4.02,9.76,0.91,0.94,4.8,4.29
7.28,9.35,0.9,0.96,2.05,4.5
7.85,10.52,0.91,0.92,5.47,5.7
4.63,10.52,0.82,0.87,11.3,5.58
5.34,9.35,0.78,0.83,10.54,5.66
2.03,10.33,0.69,0.79,18.67,5.62
-0.34,3.17,0.53,0.88,5.99,5.83
-0.89,3.95,0.35,0.75,10.13,6.19
0.9,5.33,0.34,0.83,3.74,6.05
3.76,10.53,0.7,0.92,5.57,6.1
7.93,10.4,0.91,0.92,3.55,5.89
7.87,10.75,0.92,0.94,4.19,4.73
7.45,8.99,0.95,0.86,5.0,6.0
6.38,8.25,0.97,0.83,4.94,6.22
3.09,6.78,0.95,0.88,2.31,5.89
-1.12,5.15,0.36,0.89,2.18,3.42
0.26,3.22,0.76,0.93,1.25,3.27
-1.68,4.67,0.7,0.91,2.35,3.08
4.39,9.97,0.9,0.9,8.39,4.92
5.72,10.07,0.79,0.8,10.0,6.22
-1.49,6.08,0.3,0.78,5.72,5.38
-2.86,5.18,0.31,0.81,3.92,3.84
1.91,4.02,0.83,0.92,3.03,3.35
0.14,6.54,0.71,0.9,2.51,4.29
-1.31,5.71,0.7,0.87,4.74,4.04
4.96,8.67,0.79,0.9,4.94,4.93
5.36,10.06,0.76,0.88,5.46,5.24
7.85,11.51,0.72,0.83,9.58,6.2
5.89,10.14,0.79,0.82,8.96,6.04
3.43,6.89,0.68,0.88,7.42,5.79
1.51,5.32,0.77,0.9,2.25,5.88
0.61,6.21,0.68,0.87,6.74,5.51
2.19,4.52,0.77,0.93,3.36,4.97
1.42,6.17,0.75,0.89,3.58,5.77
0.29,4.04,0.48,0.79,4.51,6.22
-0.85,3.65,0.45,0.81,3.74,6.21
-0.69,4.23,0.7,0.8,7.81,6.22
2.38,4.13,0.87,0.78,10.4,6.22
3.56,6.06,0.92,0.84,10.3,5.99
3.61,8.86,0.4,0.78,6.81,5.09
4.95,10.13,0.85,0.88,4.2,4.0
5.0,9.86,0.79,0.86,9.34,6.06
2.28,9.68,0.82,0.91,2.65,4.32
7.7,10.78,0.89,0.89,8.72,5.31
7.66,10.98,0.91,0.91,8.42,5.77
7.15,11.9,0.85,0.84,11.72,6.06
5.69,11.19,0.79,0.86,10.09,5.64
4.49,8.95,0.47,0.78,10.26,6.06
1.26,5.18,0.86,0.91,7.44,5.03
1.26,7.0,0.59,0.85,5.2,5.81
4.68,10.4,0.79,0.86,10.35,5.08
3.64,9.51,0.79,0.87,9.46,5.64
0.06,6.26,0.44,0.81,3.86,6.22
-1.46,7.27,0.45,0.83,2.33,5.49
-0.59,7.82,0.29,0.82,2.75,6.22
-1.37,7.73,0.35,0.81,6.2,6.12
-0.67,6.55,0.63,0.87,5.12,4.65
3.63,6.71,0.91,0.9,6.12,6.19
3.08,9.74,0.57,0.84,2.03,5.29
2.79,9.97,0.57,0.83,3.09,5.96
1.54,8.22,0.75,0.85,4.8,5.48
5.63,10.47,0.72,0.81,8.49,6.1
4.74,10.95,0.44,0.77,7.0,6.13
4.48,10.49,0.67,0.86,3.49,5.74
8.57,11.18,0.94,0.91,4.08,5.47
5.78,11.03,0.67,0.88,3.81,5.3
5.04,11.71,0.82,0.77,7.48,5.35
6.63,11.81,0.77,0.77,11.94,5.96
5.86,11.65,0.77,0.82,7.76,5.9
4.0,10.51,0.75,0.8,10.29,5.98
3.98,9.61,0.83,0.9,10.34,5.54
7.3,11.09,0.83,0.88,5.91,5.94
6.39,10.58,0.81,0.86,8.45,5.8
3.41,8.92,0.64,0.8,11.17,5.93
0.27,7.0,0.49,0.79,10.37,5.88
-1.05,6.11,0.3,0.8,7.87,6.22
2.08,8.41,0.69,0.77,7.69,6.22
-1.23,12.03,0.01,0.75,1.28,5.79
-0.1,15.51,0.01,0.66,2.08,6.17
0.77,17.53,0.01,0.68,2.31,6.19
3.18,16.73,0.04,0.69,3.49,5.85
5.53,11.72,0.9,0.84,3.19,5.03
7.71,12.34,0.92,0.9,3.79,4.21
10.03,14.17,0.9,0.88,5.72,5.9
9.73,13.51,0.83,0.87,7.35,6.05
7.2,13.58,0.79,0.83,4.75,6.2
3.47,12.91,0.29,0.74,4.27,6.22
5.38,11.87,0.59,0.81,6.97,5.8
6.07,11.41,0.78,0.74,9.18,6.17
7.15,10.97,0.81,0.71,9.11,6.22
6.66,12.05,0.89,0.82,6.69,6.17
7.25,11.21,0.87,0.79,5.85,6.22
6.24,16.0,0.52,0.73,3.8,6.19
4.71,13.5,0.47,0.81,5.79,4.67
5.84,12.42,0.44,0.71,8.83,6.22
6.53,10.93,0.8,0.79,10.03,6.09
6.16,11.45,0.77,0.77,10.53,6.08
4.83,11.15,0.64,0.79,7.19,6.12
5.49,10.28,0.75,0.82,6.29,6.21
4.79,9.94,0.62,0.74,8.39,6.2
4.61,8.31,0.63,0.84,3.71,5.51
3.8,12.34,0.45,0.73,3.93,6.22
-1.32,10.29,0.08,0.65,2.45,6.22
6.36,14.03,0.88,0.76,4.71,6.05
9.65,13.25,0.93,0.83,6.65,6.16
6.61,13.42,0.57,0.78,8.63,6.22
0.86,12.39,0.14,0.64,4.64,6.21
1.7,12.23,0.39,0.71,5.67,6.22
2.46,9.3,0.42,0.66,10.14,6.21
1.04,9.83,0.19,0.59,8.05,6.22
-0.02,9.15,0.14,0.64,4.72,6.21
6.55,13.52,0.32,0.7,8.97,6.22
5.73,12.5,0.38,0.71,2.73,6.22
6.98,11.87,0.5,0.71,5.17,6.22
8.0,14.9,0.07,0.62,7.55,6.21
8.02,15.27,0.37,0.73,8.04,6.22
7.77,15.11,0.63,0.76,6.38,6.15
6.49,17.67,0.34,0.6,6.7,6.22
5.84,15.37,0.15,0.67,8.28,6.22
5.07,16.22,0.01,0.59,7.56,6.22
4.64,16.56,0.02,0.58,6.63,6.22
7.16,18.11,0.5,0.69,3.39,6.01
2.13,15.32,0.02,0.65,5.3,6.22
4.87,16.05,0.54,0.68,3.84,6.22
4.54,13.59,0.49,0.73,3.88,6.21
4.13,18.46,0.06,0.65,3.94,6.22
7.32,16.5,0.35,0.74,6.55,6.04
9.48,14.12,0.87,0.9,4.51,4.67
8.6,16.23,0.48,0.74,7.71,6.18
9.49,15.13,0.66,0.87,6.38,6.0
9.32,16.6,0.76,0.82,6.91,5.88
6.73,17.22,0.23,0.72,4.4,5.62
7.71,16.11,0.21,0.71,3.71,6.01
5.42,16.64,0.39,0.73,2.53,5.84
8.4,14.28,0.58,0.83,4.01,6.08
7.96,15.36,0.42,0.79,5.61,6.15
8.36,17.31,0.49,0.8,5.46,6.1
7.42,16.53,0.56,0.8,4.37,5.88
12.66,18.58,0.9,0.86,4.83,6.11
13.71,25.6,0.51,0.74,2.76,5.5
14.61,26.72,0.19,0.63,5.28,6.05
15.81,23.18,0.25,0.77,3.42,6.1
13.01,19.61,0.52,0.78,6.2,6.19
10.89,14.5,0.86,0.82,5.14,5.68
9.73,15.91,0.81,0.84,5.83,4.91
6.58,19.67,0.2,0.67,3.63,6.22
12.6,16.63,0.82,0.8,6.8,5.8
11.21,18.35,0.49,0.76,3.7,6.21
7.87,17.39,0.26,0.74,3.91,6.22
8.66,16.25,0.28,0.75,5.12,6.22
8.78,16.95,0.7,0.83,4.46,5.73
9.71,12.18,0.63,0.93,8.83,5.99
9.03,15.7,0.28,0.66,10.17,6.22
10.57,13.6,0.82,0.89,3.78,5.24
11.22,16.91,0.63,0.85,5.68,5.85
11.57,19.56,0.58,0.83,7.56,5.17
12.22,16.11,0.78,0.84,9.24,5.94
11.46,14.81,0.78,0.83,9.83,6.07
10.85,17.67,0.79,0.85,5.07,6.08
13.34,20.08,0.55,0.78,4.97,6.22
11.96,17.55,0.67,0.81,6.72,6.01
11.58,16.37,0.81,0.86,6.8,5.94
14.91,22.69,0.8,0.8,5.14,6.22
14.6,22.32,0.81,0.78,4.03,6.22
12.95,20.55,0.57,0.77,4.46,6.19
7.72,21.56,0.16,0.73,3.68,6.22
13.77,21.19,0.59,0.85,2.62,5.84
13.12,17.6,0.77,0.8,5.5,6.13
11.79,16.86,0.78,0.79,9.15,5.5
10.67,15.31,0.56,0.72,10.54,6.22
10.16,15.93,0.58,0.71,8.47,6.22
10.4,17.41,0.24,0.7,2.62,6.22
10.34,13.8,0.84,0.91,5.46,5.24
10.6,15.19,0.85,0.79,7.22,6.2
9.63,12.14,0.69,0.86,6.26,6.14
11.68,17.37,0.85,0.84,4.2,6.11
11.06,15.87,0.81,0.84,6.52,5.13
11.4,14.72,0.81,0.81,7.23,6.13
10.97,16.93,0.49,0.73,5.73,6.05
10.31,14.09,0.63,0.88,3.97,6.04
11.22,19.0,0.81,0.78,4.24,6.21
12.62,18.66,0.71,0.86,2.93,5.81
11.03,16.6,0.75,0.82,5.22,5.71
10.38,17.65,0.58,0.67,5.67,6.22
12.26,14.8,0.65,0.88,4.62,6.08
11.0,15.05,0.6,0.87,3.1,6.21
8.57,17.93,0.51,0.77,3.44,6.22
6.77,20.65,0.12,0.69,2.8,6.15
11.28,18.54,0.54,0.76,3.97,6.02
11.42,16.72,0.6,0.79,5.64,5.92
12.63,18.72,0.91,0.91,5.86,5.39
12.52,17.71,0.72,0.73,6.75,6.22
12.61,21.0,0.56,0.73,7.2,6.22
9.61,25.99,0.2,0.69,4.34,5.21
13.7,20.7,0.44,0.79,7.47,6.09
10.72,16.77,0.53,0.76,6.06,6.12
8.63,19.2,0.49,0.8,6.47,6.22
13.86,16.96,0.51,0.86,7.98,6.17
13.3,20.6,0.69,0.87,3.01,6.21
11.09,24.76,0.04,0.7,2.76,6.22
10.71,18.78,0.67,0.82,1.78,6.14
12.15,17.26,0.58,0.84,5.4,5.31
11.55,17.93,0.52,0.81,5.97,5.9
11.72,17.8,0.68,0.83,7.17,6.1
12.51,17.01,0.69,0.84,7.78,5.82
11.69,17.43,0.62,0.83,5.72,6.22
11.78,17.75,0.55,0.82,5.71,6.19
11.81,17.1,0.53,0.83,5.23,6.22
9.72,18.54,0.62,0.84,4.62,5.66
13.54,18.94,0.76,0.85,5.55,5.96
12.46,16.6,0.72,0.81,8.25,6.22
10.7,16.9,0.3,0.76,5.77,6.22
7.98,15.71,0.51,0.85,4.54,5.79
10.76,17.9,0.6,0.81,5.73,6.19
8.18,20.22,0.32,0.73,3.23,6.12
7.96,19.86,0.2,0.7,5.33,6.12
8.8,16.43,0.62,0.76,5.3,6.22
12.47,17.88,0.79,0.86,8.86,5.38
11.5,17.41,0.39,0.78,6.47,6.21
7.26,18.0,0.22,0.72,3.39,6.22
11.2,17.15,0.72,0.87,6.08,5.85
11.82,17.85,0.5,0.82,4.95,6.04
10.44,16.38,0.67,0.88,6.09,5.92
11.26,19.68,0.44,0.82,6.01,6.07
11.23,15.1,0.7,0.86,7.9,5.87
10.8,15.4,0.61,0.84,9.26,6.0
9.31,17.42,0.55,0.79,4.09,6.12
7.31,18.68,0.61,0.81,2.29,5.37
14.43,20.81,0.83,0.86,4.28,6.15
14.23,19.42,0.49,0.82,5.58,5.41
12.92,18.14,0.73,0.83,4.34,6.08
13.52,16.36,0.79,0.91,5.47,5.74
12.41,18.15,0.63,0.86,3.62,5.32
11.57,18.97,0.8,0.85,3.92,6.22
12.21,17.6,0.83,0.86,7.2,5.34
9.18,15.06,0.41,0.81,5.77,6.15
9.93,16.32,0.57,0.81,5.07,5.95
8.16,17.82,0.14,0.81,3.25,6.07
10.23,18.01,0.03,0.75,4.3,6.22
6.43,18.53,0.38,0.78,3.57,6.15
10.37,16.1,0.71,0.83,6.55,6.08
11.91,17.02,0.78,0.93,4.56,5.23
11.56,16.27,0.38,0.84,5.23,5.64
10.82,15.48,0.6,0.83,7.11,6.21
11.15,14.81,0.83,0.91,5.86,5.35
10.64,14.7,0.69,0.87,6.89,5.99
10.16,17.71,0.24,0.81,4.42,6.08
10.21,14.42,0.76,0.87,7.23,5.56
10.11,15.62,0.53,0.82,9.06,6.22
9.3,14.89,0.59,0.81,6.69,6.13
8.37,13.92,0.41,0.85,5.0,5.9
8.66,14.46,0.14,0.77,6.96,6.22
8.47,15.61,0.49,0.77,5.81,6.21
5.45,12.72,0.18,0.83,2.51,6.22
5.83,15.91,0.68,0.81,2.97,6.13
8.62,14.45,0.57,0.83,1.77,5.98
4.78,16.14,0.5,0.81,2.75,4.99
11.96,16.12,0.91,0.89,4.38,4.46
7.55,15.96,0.31,0.84,4.29,6.21
6.54,13.96,0.44,0.86,5.42,6.22
10.07,17.17,0.67,0.85,4.54,5.21
12.55,15.48,0.88,0.88,3.66,4.61
11.5,17.44,0.84,0.92,1.45,3.65
10.91,17.75,0.56,0.88,3.31,4.07
12.56,16.59,0.76,0.82,6.54,5.26
12.0,16.72,0.62,0.83,5.3,5.99
9.9,16.22,0.57,0.79,6.55,6.01
6.16,13.75,0.42,0.79,5.65,6.04
4.71,15.52,0.66,0.89,7.08,4.25
9.9,14.23,0.75,0.81,13.72,5.51
9.61,12.45,0.66,0.78,10.16,5.82
10.02,11.79,0.76,0.88,8.64,5.27
7.67,13.79,0.58,0.8,7.28,5.95
4.34,12.18,0.34,0.81,4.54,6.04
11.48,15.18,0.78,0.87,7.89,5.69
9.82,14.04,0.72,0.87,3.41,6.21
11.44,14.48,0.83,0.88,4.54,6.18
9.42,14.11,0.68,0.85,9.09,5.86
8.78,14.31,0.68,0.87,8.53,5.21
8.6,13.92,0.7,0.82,8.79,6.07
12.56,17.47,0.77,0.89,9.7,5.9
11.84,15.0,0.44,0.84,5.26,6.14
10.1,17.07,0.76,0.81,8.96,6.22
9.83,16.29,0.71,0.88,7.51,5.51
9.9,14.17,0.8,0.86,12.33,5.48
8.83,11.94,0.7,0.91,5.46,5.27
10.02,14.35,0.76,0.9,5.69,5.29
9.77,14.81,0.66,0.9,3.0,4.8
9.72,13.63,0.7,0.88,6.0,5.81
6.26,12.16,0.65,0.86,8.86,6.16
5.98,14.4,0.61,0.91,4.89,5.73
9.54,14.03,0.53,0.87,6.19,5.91
10.02,13.15,0.63,0.83,8.82,5.98
7.54,13.15,0.44,0.82,7.27,6.17
2.54,12.44,0.34,0.82,4.79,5.99
9.51,13.83,0.88,0.88,11.64,5.93
0.78,12.03,0.22,0.72,4.06,6.22
-0.75,10.65,0.38,0.85,2.57,6.09
10.16,13.61,0.94,0.92,7.12,4.32
9.28,12.69,0.7,0.91,7.61,5.43
2.77,10.77,0.28,0.82,1.95,6.19
6.71,9.78,0.9,0.82,5.18,6.1
4.11,9.67,0.58,0.84,5.54,6.16
0.37,9.64,0.12,0.8,3.87,6.03
-0.78,12.17,0.69,0.86,7.29,5.02
1.36,12.32,0.44,0.86,5.83,5.83
-0.25,11.48,0.71,0.9,5.39,3.59
7.76,12.16,0.72,0.76,10.24,5.86
3.84,9.03,0.61,0.82,9.77,5.96
0.87,7.66,0.2,0.86,3.2,6.22
2.17,7.96,0.16,0.75,5.68,6.22
-1.73,10.06,0.48,0.86,5.48,5.22
5.99,11.2,0.75,0.89,4.4,6.08
3.07,9.22,0.38,0.91,3.18,5.79
3.81,11.08,0.55,0.81,9.43,6.22
3.52,8.76,0.5,0.84,9.43,6.18
0.78,7.92,0.38,0.77,8.01,6.21
-1.19,5.1,0.23,0.88,2.55,5.99
4.61,7.95,0.95,0.95,3.08,2.46
6.93,12.92,0.95,0.95,5.59,2.87
4.26,10.57,0.77,0.93,3.16,5.89
1.97,5.19,0.5,0.89,4.73,6.1
-0.12,2.79,0.42,0.91,3.7,6.22
0.42,4.3,0.4,0.88,7.17,6.21
1.44,8.51,0.61,0.87,6.94,6.14
2.71,7.98,0.4,0.86,7.58,6.07
1.72,6.31,0.17,0.79,5.43,6.22
0.09,4.87,0.14,0.76,4.43,6.22
0.14,4.47,0.2,0.76,4.98,6.22
-1.63,4.71,0.25,0.82,2.58,6.2
4.39,9.53,0.81,0.9,5.34,6.22
5.38,9.58,0.23,0.81,5.24,6.19
5.93,9.76,0.72,0.9,6.0,6.22
7.39,9.28,0.89,0.87,10.9,6.08
8.66,12.97,0.91,0.87,14.02,5.73
1.83,13.11,0.68,0.82,15.28,5.88
0.14,2.51,0.14,0.75,10.62,6.22
-1.53,3.39,0.06,0.82,4.48,6.21
-7.57,-0.79,0.56,0.9,1.19,2.34
-7.44,2.09,0.23,0.89,1.39,5.07
-4.36,5.12,0.41,0.9,3.61,5.52
0.72,5.77,0.58,0.9,8.1,6.08
0.99,3.63,0.66,0.92,5.0,5.51
0.14,5.37,0.07,0.82,4.67,6.22
-1.81,2.45,0.15,0.9,1.82,5.55
-0.24,9.84,0.72,0.89,7.05,5.11
0.02,7.91,0.46,0.91,2.82,5.15
7.5,11.96,0.96,0.91,8.14,5.92
6.23,11.92,0.61,0.91,6.76,5.33
3.86,6.94,0.78,0.93,1.52,1.5
2.31,10.26,0.96,0.96,3.34,2.32
9.43,12.62,0.76,0.9,12.59,5.22
9.64,12.09,0.88,0.9,12.38,4.3
2.49,10.42,0.73,0.93,4.17,5.85
-2.64,3.81,0.3,0.92,2.0,5.46
-2.92,2.81,0.02,0.85,3.99,6.22
-2.92,4.15,0.11,0.83,4.85,6.18
-3.31,2.01,0.8,0.92,5.84,3.74
1.02,5.88,0.76,0.92,5.54,4.05
4.09,8.15,0.72,0.87,13.14,5.63
3.28,6.69,0.62,0.87,6.65,6.17
3.31,6.39,0.57,0.89,6.04,5.69
2.25,7.65,0.75,0.91,6.73,5.46
2.78,5.81,0.86,0.95,2.67,5.64
2.31,4.21,0.82,0.93,3.19,5.62
-2.15,4.02,0.16,0.77,7.15,6.22
-5.42,1.43,0.0,0.85,1.16,5.12
-5.93,2.79,0.11,0.82,3.88,5.57
0.31,3.64,0.8,0.86,5.07,6.08
1.72,4.51,0.95,0.93,2.53,3.35
0.11,3.95,0.88,0.93,1.14,1.99
0.61,6.87,0.77,0.86,4.81,4.61
3.61,5.96,0.83,0.84,6.25,5.58
4.46,7.72,0.82,0.88,11.09,5.15
1.83,8.81,0.69,0.89,7.65,5.81
-0.21,2.08,0.69,0.91,8.25,5.13
-0.01,3.64,0.51,0.88,7.75,6.03
0.53,3.29,0.51,0.92,3.83,5.9
0.62,2.73,0.63,0.91,6.26,6.03
-2.89,2.88,0.17,0.93,2.4,6.17
-3.29,5.17,0.55,0.93,3.16,3.6
4.81,7.45,0.75,0.88,8.13,6.0
5.99,10.67,0.79,0.89,9.06,5.49
5.31,9.91,0.73,0.82,13.95,5.79
2.83,7.3,0.82,0.84,5.84,6.22
-1.66,6.57,0.24,0.89,2.95,6.15
5.22,10.95,0.8,0.86,12.51,5.37
6.49,11.75,0.88,0.9,11.91,4.08
3.92,10.81,0.56,0.81,9.18,6.08
4.3,6.81,0.82,0.84,10.87,5.83
1.49,6.22,0.66,0.88,8.45,5.8
2.26,6.76,0.2,0.78,9.92,6.22
2.33,7.32,0.42,0.8,4.01,6.22
2.39,5.76,0.57,0.89,2.66,5.83
-0.9,7.11,0.56,0.9,1.2,5.37
-0.79,3.26,0.81,0.84,3.37,5.22
-1.38,3.99,0.27,0.8,4.84,5.82
-4.75,4.39,0.39,0.86,4.43,5.5
4.23,7.55,0.61,0.9,6.21,5.35
0.77,5.07,0.33,0.83,5.63,6.15
1.91,8.31,0.69,0.88,7.68,5.41
-0.05,3.44,0.34,0.86,6.75,6.01
-0.18,4.22,0.6,0.86,6.83,5.97
0.71,5.3,0.45,0.81,7.23,6.07
0.42,5.77,0.46,0.81,9.29,6.2
2.33,5.43,0.55,0.79,11.63,6.19
2.51,7.65,0.51,0.82,8.61,6.11
2.57,7.58,0.56,0.88,5.37,6.19
1.33,6.77,0.63,0.93,2.62,4.23
6.02,11.27,0.91,0.93,3.75,4.05
2.04,10.0,0.25,0.79,5.57,6.2
1.13,8.02,0.08,0.81,1.11,6.22
0.69,6.85,0.56,0.79,4.66,6.19
0.21,5.97,0.26,0.73,5.63,5.67
-1.36,6.87,0.04,0.69,5.16,6.22
